번호,인허가일자,상세영업상태코드,폐업일자,소재지우편번호,소재지전체주소,도로명전체주소,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,좌표정보(x),좌표정보(y),다중이용업소여부,시설총규모
19459,20160621,2,20170202,618200,부산광역시 강서구 명지동 3358-1번지 명지국제타워 1동 111-1호,"부산광역시 강서구 명지국제8로 251, 1동 111-1호 (명지동, 명지국제타워)",어반테이블,2.01607E+13,I,2018-08-31 23:59:59.0,375045.3001,179383.1632,N,82.77
19461,20161108,2,20190528,618410,부산광역시 강서구 성북동 1521번지 휴게동,"부산광역시 강서구 신항남로 507 (성북동, 휴게동)",부산신항남컨휴게소커피점,2.01905E+13,U,2019-06-02 02:40:00.0,367212.6308,175807.8482,N,55.08
19467,20160701,2,20170228,618440,부산광역시 강서구 천성동 1455번지,"부산광역시 강서구 가덕해안로 661, 1층 (천성동)",마나스 차와명상,2.01607E+13,I,2018-08-31 23:59:59.0,365359.1029,172487.8865,N,127.35
19471,20161229,2,20180717,618200,부산광역시 강서구 명지동 3328번지 명지협성휴포레 306동 611호,"부산광역시 강서구 명지국제5로 141, 306동 1층 611호 (명지동, 명지협성휴포레)",감성커피,2.01807E+13,I,2018-08-31 23:59:59.0,375000.3849,180279.6001,N,35.4
19473,20170126,2,20190218,618200,부산광역시 강서구 명지동 3420-5번지 삼성플라자 105호,"부산광역시 강서구 명지국제8로 264, 105호 (명지동, 삼성플라자)",아마스빈명지국제신도시점,2.01902E+13,U,2019-02-20 02:40:00.0,375136.6001,179296.0931,N,40
19476,20140610,2,20140616,618819,부산광역시 강서구 송정동 1631-6번지 205호,"부산광역시 강서구 녹산산단335로 24-8, 205호 (송정동)",녹산커피숍,2.01406E+13,I,2018-08-31 23:59:59.0,369071.6016,178414.137,N,54.12
19477,20140617,2,20141126,618814,부산광역시 강서구 명지동 3239-7번지 서린프라자(202호),"부산광역시 강서구 명지오션시티4로 75, 202호 (명지동)",콩꼬물,2.01407E+13,I,2018-08-31 23:59:59.0,373570.2222,177568.3913,N,165.12
19480,20140620,2,20150122,618814,부산광역시 강서구 명지동 3232번지 아인슈타인타운 322동 319-1호,"부산광역시 강서구 명지오션시티11로 51, 322동 319-1호 (명지동, 아인슈타인타운)",프레제명지점,2.01407E+13,I,2018-08-31 23:59:59.0,373368.8681,177936.6064,N,39.97
19481,20140703,2,20150903,618803,부산광역시 강서구 대저1동 2343-9번지,부산광역시 강서구 대저로273번길 8 (대저1동),제이드,2.01407E+13,I,2018-08-31 23:59:59.0,380421.7564,192220.0803,N,22.31
19482,20140808,2,20151120,618814,"부산광역시 강서구 명지동 3246번지 114동 B108,106호","부산광역시 강서구 명지오션시티10로 114, 114동 B108,106호 (명지동, 삼정그린코아상가)",빙그루,2.01409E+13,I,2018-08-31 23:59:59.0,373988.5128,177937.7198,N,98
19483,20160621,2,20170725,618807,부산광역시 강서구 대저2동 2350-1번지 김해공항 국제선 격리,"부산광역시 강서구 공항진입로 108 (대저2동, 김해공항 국제선 격리)",파스쿠찌김해공항국제선점,2.01707E+13,I,2018-08-31 23:59:59.0,377286.9745,187706.9814,N,82.26
19485,20160722,2,20190502,618815,부산광역시 강서구 명지동 3174-39번지,"부산광역시 강서구 낙동남로991번길 5, 2층 (명지동)",진목행복마을카페,2.01905E+13,U,2019-05-04 02:40:00.0,375104.1,181190.3205,N,75.97
19488,20160913,2,20180625,618290,부산광역시 강서구 신호동 302-2번지 제상가동 103호,"부산광역시 강서구 신호산단1로 101, 제상가동 103호 (신호동, 부산신호사랑으로부영5차아파트)",피부쉼터휴,2.01806E+13,I,2018-08-31 23:59:59.0,370927.8825,177534.6092,N,11.4
19490,20170216,2,20170222,618240,"부산광역시 강서구 범방동 1492-2번지 104, 105호","부산광역시 강서구 범방3로46번길 5, 104, 105호 (범방동)",이디야커피 국제물류단지,2.01702E+13,I,2018-08-31 23:59:59.0,371308,184761,N,0
19492,20161004,2,20200806,618814,부산광역시 강서구 명지동 3237-16 리치먼드프라자 106호,"부산광역시 강서구 명지오션시티4로 82, 106호 (명지동, 리치먼드프라자)",감성커피,2.02008E+13,U,2020-08-08 02:40:00.0,373510.8945,177506.3991,N,68.25
19495,20170322,2,20190731,618200,부산광역시 강서구 명지동 3357-6번지 미주프라자 101호,"부산광역시 강서구 명지국제8로 243, 1층 101호 (명지동, 미주프라자)",더벤티,2.01908E+13,U,2019-08-03 02:40:00.0,374957.7283,179392.3781,N,53.82
19500,20140825,2,20140922,618290,부산광역시 강서구 신호동 263-6번지,부산광역시 강서구 신호산단1로140번길 32 (신호동),까페비아,2.01408E+13,I,2018-08-31 23:59:59.0,371341.7522,177298.2968,N,0
19503,19800121,2,20070214,618813,부산광역시 강서구 명지동 1-1번지,,명지,1.99905E+13,I,2018-08-31 23:59:59.0,,,N,0
19504,19810710,2,20070618,618210,부산광역시 강서구 녹산동 산 2번지,,청학다방,2.00402E+13,I,2018-08-31 23:59:59.0,,,N,0
19505,19880108,2,20071113,618815,부산광역시 강서구 명지동 3211-7번지,,이화,1.99904E+13,I,2018-08-31 23:59:59.0,375982.0608,180546.911,N,93
19506,20170626,2,20170731,618807,부산광역시 강서구 대저2동 2111번지,"부산광역시 강서구 공항진입로 79, 1층 (대저2동)",빈패밀리,2.01707E+13,I,2018-08-31 23:59:59.0,377693.2659,188322.2734,N,0
19508,20170703,2,20210504,618200,부산광역시 강서구 명지동 3358-3 삼성빌딩 108호,"부산광역시 강서구 명지국제8로 259, 108호 (명지동, 삼성빌딩)",디저트39,2.02105E+13,U,2021-05-06 02:40:00.0,375111.4189,179376.0121,N,38.27
19509,19670227,2,20120816,618803,부산광역시 강서구 대저1동 2375-11번지,,바위다방,2.01002E+13,I,2018-08-31 23:59:59.0,380350.3713,192245.296,N,37.7
19510,19700727,2,20170126,618803,부산광역시 강서구 대저1동 2343-8번지,,성궁다방,2.01701E+13,I,2018-08-31 23:59:59.0,380422.3177,192205.4117,N,0
19511,19710316,2,20170126,618807,부산광역시 강서구 대저2동 2016-1번지,,해성다방,2.01701E+13,I,2018-08-31 23:59:59.0,378132.9499,188493.045,N,0
19512,19711120,2,20180416,618813,부산광역시 강서구 명지동 614-74번지,,목양,2.01804E+13,I,2018-08-31 23:59:59.0,376127.897,180956.3172,N,0
19513,19721226,2,20070214,618804,부산광역시 강서구 대저2동 431번지,,새마을,1.99905E+13,I,2018-08-31 23:59:59.0,,,N,0
19517,19830408,2,19991230,618807,부산광역시 강서구 대저2동 1945-9번지,,제일다방,1.99912E+13,I,2018-08-31 23:59:59.0,,,N,0
19518,19890421,2,20170126,618806,부산광역시 강서구 대저1동 1726-1번지,,목마,2.01701E+13,I,2018-08-31 23:59:59.0,377416.0664,192313.8286,N,0
19520,19840705,2,20041101,618800,부산광역시 강서구 강동동 112-6번지,,서광다방,2.00104E+13,I,2018-08-31 23:59:59.0,376342.8378,192604.3928,N,0
19521,20040322,2,20131209,618290,부산광역시 강서구 신호동 247-3번지,,샘다방,2.00403E+13,I,2018-08-31 23:59:59.0,371545.1038,177594.5523,N,112.23
19529,20071101,2,20131108,618807,부산광역시 강서구 대저2동 2350-1번지 국제선3층,,스타벅스김해공항점,2.00908E+13,I,2018-08-31 23:59:59.0,377286.9745,187706.9814,N,171.57
19530,19830813,2,20100126,618410,부산광역시 강서구 성북동 413번지,,복다방,2.00901E+13,I,2018-08-31 23:59:59.0,366949.07,174184.0158,N,42.84
19531,19840515,2,20140102,618410,부산광역시 강서구 성북동 456번지,,나성다방,2.01401E+13,I,2018-08-31 23:59:59.0,366859.0434,174269.6757,N,51.15
19532,19850111,2,19990611,618410,부산광역시 강서구 성북동 336-0번지,,노산다방,1.99906E+13,I,2018-08-31 23:59:59.0,366995.2864,174207.4552,N,0
19534,19860124,2,19910619,618803,부산광역시 강서구 대저1동 2375-16번지,,죽림,1.99905E+13,I,2018-08-31 23:59:59.0,380310.729,192237.9139,N,0
19536,19871001,2,19900726,618815,부산광역시 강서구 명지동 3217-2번지,,남해,1.99905E+13,I,2018-08-31 23:59:59.0,376006.6016,180407.6118,N,0
19537,19890520,2,20171130,618330,부산광역시 강서구 죽림동 1065-2번지 1064번지,"부산광역시 강서구 가락대로 1431 (죽림동,1064번지)",가야다방,2.01711E+13,I,2018-08-31 23:59:59.0,373282.3264,189775.5517,N,25.15
19538,19891101,2,20030103,618815,부산광역시 강서구 명지동 3206-9번지,,명지다방,1.99904E+13,I,2018-08-31 23:59:59.0,376065.5969,180619.8595,N,0
19540,19900409,2,20020725,618800,"부산광역시 강서구 강동동 110-11번지 110-13,15번지",,현대다방,1.99904E+13,I,2018-08-31 23:59:59.0,376366.2505,192643.6174,N,0
19542,19900904,2,20021204,618800,부산광역시 강서구 강동동 112-11번지,,고려다방,1.99908E+13,I,2018-08-31 23:59:59.0,376309.0007,192631.3865,N,75.6
19543,19990831,2,20011219,618804,부산광역시 강서구 대저2동 348-5번지,,맥,2.00103E+13,I,2018-08-31 23:59:59.0,375598.4083,188142.5699,N,45.36
19547,20041103,2,20091027,618142,부산광역시 강서구 대저2동 2812번지 국내선 1층,,좋은아침,2.00908E+13,I,2018-08-31 23:59:59.0,377211.6822,187447.5897,N,23
19550,20071031,2,20160708,618807,부산광역시 강서구 대저2동 2350-1번지 국제선1층,부산광역시 강서구 공항진입로 108 (대저2동),비알코리아(주)던킨도너츠김해공항공항국제선2호,2.01211E+13,I,2018-08-31 23:59:59.0,377286.9745,187706.9814,N,51.15
19559,19910301,2,20180330,618815,부산광역시 강서구 명지동 3216-8번지,부산광역시 강서구 명지새동네길2번길 57 (명지동),대화,2.01803E+13,I,2018-08-31 23:59:59.0,376019.4274,180340.5843,Y,103.74
19561,19920715,2,20100616,618803,부산광역시 강서구 대저1동 2291-3번지,,동원다방,1.99904E+13,I,2018-08-31 23:59:59.0,380370.8293,192192.905,N,122.31
19568,19990821,2,20000809,618800,부산광역시 강서구 강동동 216-5번지,,낙원다방,2.00008E+13,I,2018-08-31 23:59:59.0,376026.3417,192841.4195,N,47.87
19569,19990821,2,19991115,618800,부산광역시 강서구 강동동 155-4번지,,쉬리커피숖,1.99911E+13,I,2018-08-31 23:59:59.0,376196.949,192772.4142,N,25.12
19573,20070508,2,20090220,618290,부산광역시 강서구 신호동 216-10번지,,신호다방,2.00801E+13,I,2018-08-31 23:59:59.0,371268.3263,177982.4961,N,0
19574,19991105,2,19991214,618807,부산광역시 강서구 대저2동 2026-3번지,,공항다방,1.99912E+13,I,2018-08-31 23:59:59.0,378038.8784,188509.2887,N,32.46
19576,20020321,2,20020718,618807,부산광역시 강서구 대저2동 2016-1번지,,해성다방,2.00203E+13,I,2018-08-31 23:59:59.0,378132.9499,188493.045,N,0
19578,20071031,2,20160708,618807,부산광역시 강서구 대저2동 2350-1번지 국제선2층,"부산광역시 강서구 공항진입로 108 (대저2동,국제선2층)",비알코리아(주)던킨도너츠김해공항국제선1호,2.01211E+13,I,2018-08-31 23:59:59.0,377286.9745,187706.9814,N,42.9
19580,20080711,2,20110127,618820,부산광역시 강서구 송정동 1715-4번지 7동 110호,,콘라체,2.00807E+13,I,2018-08-31 23:59:59.0,367896.3676,177801.9197,N,47.3
19583,20030901,2,20200117,618806,부산광역시 강서구 대저1동 1726-1번지,부산광역시 강서구 낙동북로 189 (대저1동),돌다방,2.02001E+13,U,2020-01-19 02:40:00.0,377416.0664,192313.8286,N,97.5
19591,20100928,2,20200203,618814,"부산광역시 강서구 명지동 3237-15번지 메트로시티 103호,202호","부산광역시 강서구 명지오션시티4로 84 (명지동,메트로시티 103호,202호)",탐앤탐스 명지오션점,2.02002E+13,U,2020-02-05 02:40:00.0,373511.8251,177473.4352,Y,192.81
19593,19851030,2,19981209,602811,부산광역시 서구 동대신동2가 422-1번지,,삼익,2.00201E+13,I,2018-08-31 23:59:59.0,383989.339,180937.9779,N,0
19594,20020807,2,20021023,618142,"부산광역시 강서구 대저2동 2016-1, 2014-1번지",,민들레커피솦,2.00208E+13,I,2018-08-31 23:59:59.0,,,N,75.74
19597,20030207,2,20040221,618815,부산광역시 강서구 명지동 3219-1번지,,목향다방,2.00302E+13,I,2018-08-31 23:59:59.0,375946.4207,180430.118,N,0
19603,20110118,2,20130701,618290,부산광역시 강서구 신호동 237-1번지,,커피앤스토리,2.01102E+13,I,2018-08-31 23:59:59.0,371176.7039,177615.7849,N,11.44
19607,20110705,2,20160111,618814,"부산광역시 강서구 명지동 3237번지 101호,102호","부산광역시 강서구 명지오션시티12로 64 (명지동,101호,102호)",카페베네명지점,2.01308E+13,I,2018-08-31 23:59:59.0,373486.3207,177505.9153,N,147
19609,20110808,2,20170821,618814,부산광역시 강서구 명지동 3230-11번지 에디슨타운 상가동(116동) 123호,"부산광역시 강서구 명지오션시티10로 17 (명지동,에디슨타운 상가동(116동) 123호)",브라운,2.01708E+13,I,2018-08-31 23:59:59.0,373016.9812,178139.4072,N,58.27
19610,20110811,2,20190617,618230,부산광역시 강서구 지사동 1215-2번지 지사복합상가A동 103호,"부산광역시 강서구 과학산단로 349, 103호 (지사동,지사복합상가A동)",CAFE 크크(카페 크크),2.01906E+13,U,2019-06-19 02:40:00.0,366799.2165,184790.2455,N,29.7
19611,20110816,2,20111011,618230,부산광역시 강서구 지사동 1215-2번지 지사복합상가 A동 105호 일부,,통,2.01108E+13,I,2018-08-31 23:59:59.0,366799.2165,184790.2455,N,24
19614,20110928,2,20150130,618814,부산광역시 강서구 명지동 3230-11번지 퀸덤1차에디슨타운상가동 116동 120호,"부산광역시 강서구 명지오션시티10로 17, 116동 120호 (명지동,퀸덤1차에디슨타운상가동)",카페넘버 일이공,2.01109E+13,I,2018-08-31 23:59:59.0,373016.9812,178139.4072,N,53.14
19618,19840906,2,20011217,602091,부산광역시 서구 서대신동1가 98번지,,대성,2.00907E+13,I,2018-08-31 23:59:59.0,383863.4881,180642.3443,N,0
19620,19840609,2,20170419,602011,부산광역시 서구 충무동1가 2-4번지,부산광역시 서구 자갈치로 11 (충무동1가),로얄다방,2.01704E+13,I,2018-08-31 23:59:59.0,384640.1319,179354.4731,N,95.4
19621,19840710,2,20070213,602816,부산광역시 서구 부민동1가 8-1번지,,솔다방,2.00201E+13,I,2018-08-31 23:59:59.0,384163.5618,180265.905,N,0
19622,19840714,2,20090629,602816,부산광역시 서구 부민동1가 8-4번지,,부민커피숍,2.00907E+13,I,2018-08-31 23:59:59.0,384154.1226,180265.8798,N,72.16
19623,19950506,2,19971103,602803,부산광역시 서구 남부민동 523-44번지,,란다방,2.00201E+13,I,2018-08-31 23:59:59.0,384719.6088,178090.5668,N,0
19624,19841107,2,20070213,602828,부산광역시 서구 아미동2가 164-1번지,,은다방,2.00907E+13,I,2018-08-31 23:59:59.0,383764.5606,179730.8721,N,0
19625,20120120,2,20170516,618814,부산광역시 강서구 명지동 3251-12번지,부산광역시 강서구 명지오션시티8로 15 (명지동),세이코,2.01705E+13,I,2018-08-31 23:59:59.0,374254.486,178110.2036,N,108.29
19628,19830525,2,20040127,602081,부산광역시 서구 부용동1가 64-3번지,,화신,2.00907E+13,I,2018-08-31 23:59:59.0,384174.4763,180380.1534,N,0
19629,19830601,2,20080225,602810,부산광역시 서구 동대신동2가 157-4번지,,귀족,2.00802E+13,I,2018-08-31 23:59:59.0,384349.9783,181104.1964,N,0
19630,19940913,2,20021122,602011,부산광역시 서구 충무동1가 7번지,,프럼,2.00907E+13,I,2018-08-31 23:59:59.0,,,N,0
19631,19940928,2,19971118,602825,부산광역시 서구 서대신동3가 289번지,,서정범,2.00201E+13,I,2018-08-31 23:59:59.0,383688.9708,181270.8795,N,0
19632,19831226,2,19940110,602011,부산광역시 서구 충무동1가 5-1번지 5-16,,청호,2.00201E+13,I,2018-08-31 23:59:59.0,384535.6181,179447.3433,N,0
19633,19840116,2,20130326,602011,부산광역시 서구 충무동1가 32-1번지,부산광역시 서구 충무대로276번길 10 (충무동1가),태평,2.01112E+13,I,2018-08-31 23:59:59.0,384557.8002,179195.2074,N,96.48
19634,19840125,2,19970929,602091,부산광역시 서구 서대신동1가 163-10번지,,초대,2.00201E+13,I,2018-08-31 23:59:59.0,383603.3672,180788.4828,N,0
19637,19950614,2,20010414,602053,"부산광역시 서구 토성동3가 13-28번지 ,30,35",,디스,2.00104E+13,I,2018-08-31 23:59:59.0,,,N,0
19638,19950704,2,20040219,602808,부산광역시 서구 동대신동1가 162-0번지,,우림,2.00102E+13,I,2018-08-31 23:59:59.0,384100.4488,180825.3864,N,0
19640,19840918,2,19970630,602803,부산광역시 서구 남부민동 677-16번지,,남양,2.00201E+13,I,2018-08-31 23:59:59.0,384520.4636,178042.5467,N,0
19641,19841005,2,20011022,602815,부산광역시 서구 부민동1가 4번지,,화랑,2.00907E+13,I,2018-08-31 23:59:59.0,,,N,0
19642,19841012,2,19931020,602072,부산광역시 서구 부민동2가 7번지,,한,2.00201E+13,I,2018-08-31 23:59:59.0,,,N,0
19644,20130927,2,20160121,602020,부산광역시 서구 남부민동 706번지 남부민풀리페아파트 상가 104호,"부산광역시 서구 해돋이로 23 (남부민동, 남부민풀리페아파트 상가 104호)",커피로드(COFFEE LOAD),2.01309E+13,I,2018-08-31 23:59:59.0,384140.0452,177801.055,N,39
19645,19941226,2,20091211,602813,부산광역시 서구 동대신동3가 222-1번지,,스칼렛커피숲,2.00912E+13,I,2018-08-31 23:59:59.0,383930.7134,181451.628,N,59.98
19646,19941229,2,20011212,602816,"부산광역시 서구 부민동1가 27-5번지 9,14, 29-1,6",,사라커피숍,2.00802E+13,I,2018-08-31 23:59:59.0,384129.02,180090.1524,N,42.49
19647,19841220,2,20030625,602827,부산광역시 서구 아미동2가 121-0번지,,보림,2.00802E+13,I,2018-08-31 23:59:59.0,,,N,0
19648,19841224,2,20080724,602819,부산광역시 서구 서대신동2가 265-3번지,,감로다방,2.00801E+13,I,2018-08-31 23:59:59.0,383556.4226,180870.0773,N,60.2
19651,19850612,2,19970430,602815,부산광역시 서구 부민동1가 2-5번지,,진우,2.00201E+13,I,2018-08-31 23:59:59.0,384190.2289,180318.8958,N,0
19652,19850615,2,20001103,602101,"부산광역시 서구 동대신동1가 263-1번지 ,264-1",,남영다방,2.00802E+13,I,2018-08-31 23:59:59.0,384202.3257,180808.7589,N,0
19653,19851010,2,20080225,602813,부산광역시 서구 동대신동3가 312번지,,동신,2.00802E+13,I,2018-08-31 23:59:59.0,383937.9826,181375.9463,N,0
19656,19851128,2,20020129,602801,부산광역시 서구 남부민동 652-70번지 652-71,,산수,2.00907E+13,I,2018-08-31 23:59:59.0,384525.2799,178372.7514,N,0
19657,19851202,2,19941207,602813,부산광역시 서구 동대신동3가 222-1번지 222-2,,광천,2.00201E+13,I,2018-08-31 23:59:59.0,383930.7134,181451.628,N,0
19658,19950417,2,20140422,602828,부산광역시 서구 아미동2가 165-3번지,부산광역시 서구 까치고개로 186 (아미동2가),오페라,2.01404E+13,I,2018-08-31 23:59:59.0,383778.8473,179751.8869,N,93.35
19660,19860118,2,20060615,602061,부산광역시 서구 아미동1가 21-3번지 22-3,,대벌,2.00907E+13,I,2018-08-31 23:59:59.0,384076.208,179671.9769,N,0
19661,19860429,2,20070213,602061,부산광역시 서구 아미동1가 24-39번지,,동흥,2.00907E+13,I,2018-08-31 23:59:59.0,384073.0244,179631.1233,N,0
19662,19860506,2,19990512,602810,부산광역시 서구 동대신동2가 200-12번지,,홍제,2.00907E+13,I,2018-08-31 23:59:59.0,384257.5961,181065.9209,N,0
19663,19860508,2,20201104,602801,부산광역시 서구 남부민동 643,부산광역시 서구 충무대로255번길 9 (남부민동),벤허,2.02011E+13,U,2020-11-06 02:40:00.0,384430.6676,178981.3316,Y,118.04
19664,19871005,2,20000424,602816,부산광역시 서구 부민동1가 12-3번지,,8.8,2.00201E+13,I,2018-08-31 23:59:59.0,384198.6748,180211.2907,N,0
19665,19930928,2,19951118,602011,부산광역시 서구 충무동1가 37-8번지,,숙다방,2.00201E+13,I,2018-08-31 23:59:59.0,384438.0358,179076.2079,N,0
19666,19940425,2,19990716,602803,부산광역시 서구 남부민동 658-0번지,,대원다방,2.00201E+13,I,2018-08-31 23:59:59.0,384523.471,178237.6421,N,0
19668,19940530,2,19990303,602803,부산광역시 서구 남부민동 674-5번지,,하늬바람,2.00201E+13,I,2018-08-31 23:59:59.0,384573.569,178058.4896,N,0
19669,19940531,2,20000721,602827,부산광역시 서구 아미동2가 10-2번지,,엘로이,2.00007E+13,I,2018-08-31 23:59:59.0,383966.3403,179894.7869,N,0
19670,19940607,2,20050216,602011,부산광역시 서구 충무동1가 10-2번지 7,,지성,2.00201E+13,I,2018-08-31 23:59:59.0,384582.2901,179359.3831,N,0
19673,19940707,2,19971125,602812,부산광역시 서구 동대신동3가 13-12번지,,큐다방,2.00201E+13,I,2018-08-31 23:59:59.0,383730.7893,181870.1369,N,0
19679,19950318,2,20030915,602815,부산광역시 서구 부민동1가 4-2번지,,전통찻집,2.00309E+13,I,2018-08-31 23:59:59.0,384129.9664,180322.5049,N,0
19680,19931130,2,20091211,602011,부산광역시 서구 충무동1가 32-2번지,,산호커피솝,2.00801E+13,I,2018-08-31 23:59:59.0,384532.6286,179199.2444,N,45.76
19681,19931130,2,19990210,602091,부산광역시 서구 서대신동1가 54-32번지,,발리다방,2.00201E+13,I,2018-08-31 23:59:59.0,383791.5956,180784.6058,N,0
19682,19931209,2,19971030,602820,부산광역시 서구 서대신동2가 278-2번지,,타임다방,2.00201E+13,I,2018-08-31 23:59:59.0,383401.0647,180888.1094,N,0
19683,19931228,2,19981223,602831,부산광역시 서구 암남동 362번지,,푸른바다,2.00201E+13,I,2018-08-31 23:59:59.0,383788.6734,177159.1117,N,0
19684,19931228,2,19950529,602837,부산광역시 서구 토성동1가 4-39번지,,약속다방,2.00201E+13,I,2018-08-31 23:59:59.0,384365.9225,179834.8727,N,0
19685,19950422,2,20141103,602011,부산광역시 서구 충무동1가 16-5번지,부산광역시 서구 충무시장길 1 (충무동1가),남지커피솦,2.01211E+13,I,2018-08-31 23:59:59.0,384474.5151,179335.708,N,57.52
19687,19951002,2,20001103,602813,부산광역시 서구 동대신동3가 312-0번지 .312-3,,동신,2.00802E+13,I,2018-08-31 23:59:59.0,383937.9826,181375.9463,N,84.06
19689,19951018,2,20080225,602832,부산광역시 서구 암남동 190-3번지,,안개도시,2.00802E+13,I,2018-08-31 23:59:59.0,384242.9863,177313.03,N,0
19690,19951115,2,19960624,602812,부산광역시 서구 동대신동3가 121-20번지,,테라스,2.00201E+13,I,2018-08-31 23:59:59.0,383878.335,181560.9154,N,0
19692,19951218,2,19990908,602819,"부산광역시 서구 서대신동2가 1-7번지 1-8,3-8",,캔들커피숍,1.99909E+13,I,2018-08-31 23:59:59.0,383776.8678,181078.1021,N,52
19693,19951228,2,20010709,602053,부산광역시 서구 토성동3가 13-7번지,,하지오,2.00107E+13,I,2018-08-31 23:59:59.0,384118.3585,179676.2155,N,107.81
19694,19960209,2,20060529,602801,부산광역시 서구 남부민동 685-2번지,,항도,2.00802E+13,I,2018-08-31 23:59:59.0,384585.716,178919.9688,N,40.01
19695,19860524,2,19950209,602011,부산광역시 서구 충무동1가 34-2번지,,일성,2.00201E+13,I,2018-08-31 23:59:59.0,384588.8351,179186.6901,N,0
19696,19860816,2,19940225,602803,부산광역시 서구 남부민동 674-16번지,,란,2.00201E+13,I,2018-08-31 23:59:59.0,384547.8707,178033.5016,N,0
19697,19860826,2,20130313,602831,부산광역시 서구 암남동 359-1번지,부산광역시 서구 충무대로 6 (암남동),한옥,2.01304E+13,I,2018-08-31 23:59:59.0,383834.595,177081.0509,N,59.5
19698,19860904,2,20130412,602831,부산광역시 서구 암남동 335-5번지,부산광역시 서구 충무대로 16 (암남동),유엔호텔커피숍,2.01112E+13,I,2018-08-31 23:59:59.0,383829.291,177210.0511,N,30.92
19701,19960425,2,20120328,602819,부산광역시 서구 서대신동2가 35번지,부산광역시 서구 구덕로 313-1 (서대신동2가),커피나무,2.01112E+13,I,2018-08-31 23:59:59.0,383786.4483,181064.185,N,78.46
19703,20150429,2,20180411,602825,부산광역시 서구 서대신동3가 576-1번지,"부산광역시 서구 대신로 20-1, 1층 (서대신동3가)",공감story,2.01804E+13,I,2018-08-31 23:59:59.0,383369.8476,181184.1655,N,23.1
19705,19960617,2,20021010,602825,부산광역시 서구 서대신동3가 271-3번지,,친구,2.00912E+13,I,2018-08-31 23:59:59.0,,,N,0
19710,19870122,2,19990125,602826,부산광역시 서구 서대신동3가 490-1번지,,동서다방,2.00201E+13,I,2018-08-31 23:59:59.0,383451.6379,181120.9181,N,0
19711,19870311,2,19931020,602819,부산광역시 서구 서대신동2가 267-4번지,,세종,2.00201E+13,I,2018-08-31 23:59:59.0,383565.9023,180856.7965,N,0
19713,19870801,2,20000515,602810,"부산광역시 서구 동대신동2가 195-12번지 13,15, 196-4,5",,성림다방,2.00201E+13,I,2018-08-31 23:59:59.0,384298.5108,181069.3276,N,0
19715,19871128,2,19940617,602820,부산광역시 서구 서대신동2가 288-25번지,,황소,2.00201E+13,I,2018-08-31 23:59:59.0,383433.0302,180880.5717,N,0
19717,19880211,2,20190702,602011,부산광역시 서구 충무동1가 9-6번지,부산광역시 서구 구덕로 116-1 (충무동1가),소영,2.01907E+13,U,2019-07-04 02:40:00.0,384445.0136,179386.6214,N,32.81
19718,19940913,2,20130313,602825,부산광역시 서구 서대신동3가 249-31번지,부산광역시 서구 망양로 46 (서대신동3가),우진다방,2.01304E+13,I,2018-08-31 23:59:59.0,383571.1614,181339.099,N,24.86
19719,19930817,2,20080225,602816,부산광역시 서구 부민동1가 18-13번지,,별다방,2.00802E+13,I,2018-08-31 23:59:59.0,384129.9703,180145.6724,N,0
19720,19930906,2,19970527,602813,부산광역시 서구 동대신동3가 510번지,,나인다방,2.00201E+13,I,2018-08-31 23:59:59.0,383796.6075,181146.2623,N,0
19722,19930915,2,20001010,602011,부산광역시 서구 충무동1가 39-45번지,,커피타운,2.00201E+13,I,2018-08-31 23:59:59.0,384527.9222,179040.5448,N,0
19723,19930920,2,20080225,602825,부산광역시 서구 서대신동3가 288번지,,쟈스트,2.00802E+13,I,2018-08-31 23:59:59.0,383672.9177,181303.6428,N,0
19724,20110614,2,20180822,602816,"부산광역시 서구 부민동1가 17-1번지 외 1필지(명보빌딩 1, 2층)","부산광역시 서구 구덕로 216, 1, 2층 (부민동1가, 명보빌딩)",탐앤탐스 동아대부민점,2.01808E+13,I,2018-08-31 23:59:59.0,384131.794,180183.2559,Y,166.23
19725,20110706,2,20170110,602091,부산광역시 서구 서대신동1가 60-13번지 (1층),"부산광역시 서구 부용로 1, 1층 (서대신동1가)",로피아노,2.01701E+13,I,2018-08-31 23:59:59.0,383726.9438,180751.8579,N,29.41
19726,20110819,2,20170110,602825,부산광역시 서구 서대신동3가 288-2번지,부산광역시 서구 구덕로 341 (서대신동3가),파스쿠찌 구덕운동장점,2.01701E+13,I,2018-08-31 23:59:59.0,383679.2594,181292.592,N,118.7
19728,19931019,2,19950529,602808,부산광역시 서구 동대신동1가 146-4번지,,은혜제과점,2.00201E+13,I,2018-08-31 23:59:59.0,383957.8163,180817.9162,N,0
19730,19931101,2,20070213,602092,"부산광역시 서구 서대신동2가 267-4번지 ,6",,세종다방,2.00201E+13,I,2018-08-31 23:59:59.0,383565.9023,180856.7965,N,0
19731,19931229,2,19960711,602832,부산광역시 서구 암남동 190-3번지,,안개도시 커피숍,2.00201E+13,I,2018-08-31 23:59:59.0,384242.9863,177313.03,N,0
19732,19940108,2,20130610,602072,부산광역시 서구 부민동2가 10-23번지,,프럼다방,2.01305E+13,I,2018-08-31 23:59:59.0,384086.8569,180073.7989,N,40.1
